price.2025	price.2003	livingArea	lotSize	age	landValue.2003	pctCollege	fireplaces	rooms	heating	fuel	sewer	waterfront	newConstruction	centralAir	bedrooms	bathrooms
281586	133000	1480	0.06	36	1600	54	0	6	hot air	gas	public/commercial	No	No	Yes	3	1.5
366246	179000	1456	0.31	32	8300	54	0	8	hot air	gas	public/commercial	No	No	Yes	4	2
569741	302000	1888	1.72	26	27200	57	1	9	hot air	gas	septic	No	No	No	3	2.5
543898	310000	2208	5	41	14000	36	1	10	hot water/steam	gas	septic	No	No	No	4	2
307594	119900	960	0.46	45	7800	57	0	4	hot air	gas	septic	No	No	No	3	1
270010	132500	1386	0.21	96	3500	36	0	7	hot air	gas	public/commercial	No	No	No	3	2
472208	239000	2310	0.41	61	25400	64	1	7	hot water/steam	gas	public/commercial	No	No	No	4	2.5
350701	144200	1290	2.19	36	17900	62	0	5	hot water/steam	oil	septic	No	No	No	3	2
334395	178000	1453	0.9	66	7400	36	1	7	hot air	oil	septic	No	No	No	3	1.5
515520	218000	2169	1.1	38	16200	62	1	10	electric	electric	septic	No	No	Yes	3	2.5
381432	175000	1420	1.02	29	20000	62	0	8	hot air	gas	septic	No	No	No	3	1.5
384198	195000	1016	0.76	24	18100	62	0	5	hot air	gas	septic	No	No	No	3	1.5
414273	187500	1652	0.59	31	16700	62	0	5	hot air	oil	septic	No	No	No	3	1.5
374497	192500	1116	2.2	62	17900	62	0	6	hot air	oil	septic	No	No	No	2	1
340953	138000	876	1.87	56	17400	62	2	3	hot air	oil	septic	No	No	No	2	1.5
414343	237500	1776	1.04	35	12100	62	1	5	hot air	oil	septic	No	No	No	3	1.5
296975	105000	1759	0.16	185	7200	35	0	5	hot air	gas	public/commercial	No	No	No	3	1.5
288964	145000	1056	6.52	39	5900	36	0	7	electric	electric	septic	No	No	No	3	1
388753	190000	1257	0.48	22	13400	62	0	8	electric	gas	septic	No	No	No	3	2
253191	135000	936	0.15	45	7200	35	1	3	hot water/steam	gas	public/commercial	No	No	No	2	2
145000	58500	1140	0.04	50	1400	33	0	5	electric	electric	public/commercial	No	No	No	3	1.5
225100	150410	1058	0.25	26	15000	35	0	4	hot air	gas	public/commercial	No	No	No	2	1.5
545187	242551	2048	4.57	34	38900	52	1	10	hot air	oil	septic	No	No	No	4	2.5
306659	135000	918	0.41	55	1300	50	0	7	hot water/steam	oil	septic	No	No	No	3	1
523672	262000	2364	0.46	20	11100	33	1	8	hot air	gas	public/commercial	No	No	No	4	2.5
341563	155000	1440	1.07	35	5000	50	0	4	hot water/steam	oil	septic	No	No	No	3	1
326643	185000	2280	0.14	125	600	33	0	10	hot water/steam	oil	public/commercial	No	No	No	4	1.5
212035	97000	1001	0.1	165	600	50	0	5	hot water/steam	gas	public/commercial	No	No	No	2	1
377252	183855	1468	0.34	71	19000	52	0	5	hot air	oil	septic	No	No	No	3	2
354591	174900	1272	0.34	70	19000	52	1	5	hot water/steam	gas	septic	No	No	No	3	1.5
362135	208000	1548	0.47	73	23700	52	0	8	hot water/steam	oil	septic	No	No	No	3	1.5
384464	188000	1712	0.41	53	13500	52	1	7	hot air	oil	septic	No	No	Yes	3	1.5
559653	275000	2486	0.61	41	16100	62	1	11	hot air	gas	septic	No	No	Yes	4	2.5
382103	218000	1300	0.45	36	25000	40	0	4	hot air	gas	septic	No	No	No	3	1.5
678981	355840	3271	0.87	20	108900	40	1	10	hot air	gas	public/commercial	No	Yes	No	4	3.5
384199	168000	1536	1.08	29	1000	36	0	7	hot air	gas	septic	No	No	Yes	2	2
415587	171000	1636	0.58	34	19000	35	1	9	hot air	oil	none	No	No	No	4	1.5
419755	201880	1676	0.51	39	18800	35	1	7	hot air	gas	septic	No	No	No	3	2
308048	145000	1040	0.47	32	10700	36	0	5	hot air	gas	septic	No	No	Yes	3	1
434947	206000	1800	1.01	33	1000	36	1	7	hot air	gas	septic	No	No	Yes	3	2.5
208025	78000	1394	0.14	105	7800	21	1	6	hot air	oil	septic	No	No	No	3	1.5
476644	320900	1885	0.47	25	20400	21	1	7	hot water/steam	oil	septic	Yes	No	No	2	2
297922	159000	1056	0.61	21	19500	21	0	4	hot water/steam	oil	septic	No	No	No	3	1
389828	129900	1356	0.05	145	45000	62	0	5	hot water/steam	oil	public/commercial	No	No	No	4	1
443884	150000	1668	0.38	54	57800	62	1	5	hot air	gas	public/commercial	No	No	No	4	1.5
409417	171134	1302	0.25	55	50000	62	0	4	hot air	gas	public/commercial	No	No	No	3	2
357012	151000	1239	0.37	53	57200	62	1	7	hot air	gas	public/commercial	No	No	Yes	3	1
629924	243500	1728	0.29	23	64400	62	0	7	hot air	gas	public/commercial	No	No	Yes	3	2
474879	255000	1023	0.17	135	53700	62	0	6	hot air	gas	public/commercial	No	No	No	2	1.5
384522	220000	1290	0.13	37	51400	62	0	4	electric	electric	public/commercial	No	No	Yes	2	1.5
618678	233000	1699	0.14	149	93000	62	0	9	hot water/steam	gas	public/commercial	No	No	No	4	1
653984	245000	1428	0.03	25	27000	62	1	4	hot air	gas	public/commercial	No	No	Yes	2	2.5
352845	159000	936	0.24	55	49100	62	0	8	hot air	gas	public/commercial	No	No	Yes	3	1
367877	159000	1368	0.28	53	51800	62	0	6	hot air	gas	public/commercial	No	No	No	3	1
321753	155000	1368	0.3	53	53000	62	1	8	hot air	gas	public/commercial	No	No	Yes	3	2
595367	345000	2156	0.29	38	46400	62	1	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
377241	165200	1279	0.3	54	53000	62	0	5	hot air	gas	public/commercial	No	No	No	2	1
401032	185000	1104	0.55	55	66500	62	0	3	hot air	gas	public/commercial	No	No	Yes	2	1
545631	225500	1188	0.28	61	64000	62	1	4	hot water/steam	gas	public/commercial	No	No	No	4	2
943599	420000	2264	0.11	141	87000	62	0	10	hot water/steam	gas	public/commercial	No	No	No	4	2
517641	220000	1146	0.18	73	101000	62	0	7	hot water/steam	gas	public/commercial	No	No	No	4	1.5
567564	260000	1920	0.35	38	50000	62	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
690510	359900	1983	0.5	20	65000	62	1	7	hot air	gas	public/commercial	No	No	No	3	2.5
650222	302900	1640	0.22	70	72000	62	0	4	hot water/steam	gas	public/commercial	No	No	No	3	2
775594	485000	1908	0.24	37	60200	62	1	9	hot air	gas	public/commercial	No	No	Yes	4	3.5
410111	175000	1664	0.31	52	53000	62	0	7	hot air	gas	public/commercial	No	No	No	3	1
358606	203000	1216	0.04	39	25600	62	1	4	hot air	gas	public/commercial	No	No	Yes	2	2
424422	170000	1564	0.16	53	54900	62	0	7	hot air	gas	public/commercial	No	No	Yes	5	2
864764	375000	2808	0.31	52	143200	62	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
540000	230000	1617	0.14	115	50800	62	0	9	hot air	gas	public/commercial	No	No	No	4	1.5
548153	218000	1550	0.29	51	80800	62	0	4	hot air	gas	public/commercial	No	No	Yes	4	3
392421	174000	864	0.16	55	54900	62	0	6	hot air	gas	public/commercial	No	No	Yes	2	1
447299	225000	1600	0.47	55	62600	62	0	6	hot air	gas	public/commercial	No	No	Yes	4	2
651823	309750	1732	0.07	35	48200	62	1	5	hot air	gas	public/commercial	No	No	Yes	3	2.5
1147560	658300	3208	0.69	23	101500	62	1	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
369267	203000	1300	0.06	36	45800	62	0	7	hot air	gas	public/commercial	No	No	Yes	2	1.5
306806	205000	1576	0.19	38	7300	35	0	4	hot air	gas	public/commercial	No	No	No	3	1.5
371484	168000	1800	0.26	55	50000	62	0	5	hot air	gas	public/commercial	No	No	No	2	1
640593	354000	2449	0.46	50	56600	62	1	10	hot air	gas	public/commercial	No	No	Yes	5	2.5
588564	238000	1286	0.2	70	70000	62	0	10	hot water/steam	gas	public/commercial	No	No	No	3	2
641486	375000	2424	0.5	39	59000	62	1	8	hot air	gas	public/commercial	No	No	Yes	4	2.5
782764	399900	1867	0.09	145	83000	62	0	7	hot water/steam	gas	public/commercial	No	No	No	3	1.5
551588	268500	1340	0.18	30	38400	62	1	8	hot air	gas	public/commercial	No	No	Yes	3	2.5
432997	189000	1592	0.3	51	53000	62	1	7	hot air	gas	public/commercial	No	No	No	3	1.5
569404	295000	1808	0.39	37	52400	62	1	7	hot air	gas	public/commercial	No	No	Yes	3	2.5
604016	223000	1460	0.12	130	89000	62	0	5	hot water/steam	gas	public/commercial	No	No	No	2	1
364528	169480	1368	0.24	50	49100	62	0	5	hot air	gas	public/commercial	No	No	No	3	1
671798	347750	2200	0.15	21	36000	62	1	8	hot air	gas	public/commercial	No	No	Yes	3	2.5
585923	265000	1092	0.32	62	144900	62	0	4	hot air	gas	public/commercial	No	No	Yes	2	2
386386	195000	1349	0.11	39	49800	62	0	8	hot air	gas	public/commercial	No	No	Yes	3	1.5
761537	360000	1348	0.13	24	110200	62	0	4	hot air	gas	public/commercial	No	No	Yes	3	2.5
376134	175000	1116	0.4	53	59000	62	0	8	hot air	gas	public/commercial	No	No	Yes	4	1.5
416235	190100	1872	0.48	47	31700	52	1	8	hot air	gas	septic	No	No	No	4	2.5
336463	180500	1248	0.75	28	20500	40	0	5	hot air	electric	public/commercial	No	No	Yes	3	2
433290	220000	1596	0.63	40	17700	52	1	6	hot water/steam	gas	septic	No	No	No	3	2
174040	70500	884	0.09	77	1000	36	0	7	hot air	gas	public/commercial	No	No	No	3	1
355578	155000	2136	0.57	48	2600	36	0	5	electric	electric	septic	No	No	No	3	1.5
437500	255500	1590	0.92	31	2600	36	1	6	hot air	oil	septic	No	No	Yes	2	2
395328	204000	2016	0.86	36	4300	36	0	5	hot water/steam	oil	septic	No	No	No	4	1.5
474126	235000	1820	1.25	31	5200	36	0	8	hot air	oil	septic	No	No	Yes	3	3.5
527644	260000	2486	0.65	47	16500	62	1	7	hot air	gas	septic	No	No	No	4	2.5
454795	210000	1890	0.46	47	13800	62	0	9	hot air	gas	septic	No	No	Yes	3	2.5
283409	159900	1274	1.7	105	4600	36	1	6	hot water/steam	oil	septic	No	No	No	4	1
279281	135000	1336	0.35	42	12000	62	1	4	electric	electric	septic	No	No	Yes	2	1.5
732248	432600	2346	0.54	21	20400	62	0	10	hot air	gas	septic	No	No	Yes	4	2.5
421935	195000	1475	0.47	39	14100	62	0	7	hot air	gas	septic	No	No	No	3	2.5
418823	198000	1920	1.15	36	10000	27	1	10	electric	electric	septic	No	Yes	Yes	4	2.5
410506	219000	2040	0.65	22	4000	27	0	8	hot air	oil	septic	No	No	No	4	2.5
491820	213500	1573	0.46	37	36600	64	1	5	hot air	gas	public/commercial	No	No	Yes	3	2
280406	155000	1270	0.09	38	20500	64	1	4	electric	electric	public/commercial	No	No	Yes	3	1.5
419934	229900	1328	0.44	27	24200	64	1	8	hot air	gas	public/commercial	No	No	No	3	2.5
542910	289250	2560	1.42	34	28500	64	1	12	hot water/steam	oil	septic	No	No	No	4	2.5
706643	397200	3250	0.46	21	3200	64	1	12	hot air	gas	public/commercial	No	Yes	Yes	4	3
740037	389405	3027	0.35	21	233000	64	1	8	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
767513	525000	2890	1.08	21	70100	64	1	12	hot air	gas	public/commercial	No	No	Yes	5	3.5
760959	453935	2879	0.58	21	233000	64	1	9	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
322131	186000	1056	0.35	57	23500	64	0	4	hot water/steam	gas	public/commercial	No	No	No	3	1
562493	305000	2368	0.33	30	35400	64	1	7	hot air	gas	public/commercial	No	No	Yes	4	2.5
434803	262000	1528	0.46	28	25100	64	0	4	hot air	gas	public/commercial	No	No	Yes	3	2.5
739866	403040	3260	0.49	20	233000	64	1	12	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
584557	388500	2211	0.46	34	36600	64	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
692496	417000	2742	0.9	26	46500	64	1	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
652695	410000	2933	0.5	29	37800	64	1	11	hot air	gas	public/commercial	No	No	No	5	2.5
337291	199900	1186	0.21	37	28800	64	1	4	hot air	gas	public/commercial	No	No	Yes	2	1.5
752108	463000	2885	0.64	23	153800	64	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
408468	225000	1596	0.24	38	29500	64	1	4	hot air	gas	public/commercial	No	No	Yes	3	2
319237	160000	1184	0.16	41	15100	40	0	4	electric	electric	public/commercial	No	No	No	3	2
626107	275055	2736	0.46	21	108900	40	1	8	hot air	gas	public/commercial	No	Yes	Yes	4	3
644509	315513	2679	0.46	21	108900	40	1	11	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
652391	317105	3285	0.44	21	108900	40	1	10	hot air	gas	public/commercial	No	No	No	4	2.5
334591	144500	1673	0.15	38	15100	40	0	5	electric	gas	public/commercial	No	No	No	2	2
542025	260000	1935	0.33	27	26000	64	0	7	hot air	gas	public/commercial	No	No	No	4	2.5
325000	140000	1276	0.17	46	15200	40	1	6	hot air	electric	public/commercial	No	No	Yes	2	2
269631	147000	1227	0.24	135	7200	64	1	5	hot air	gas	public/commercial	No	No	No	3	1
504398	278000	2625	0.64	53	26500	64	1	10	hot water/steam	gas	public/commercial	No	No	No	4	2.5
659426	328463	3144	0.49	21	108900	40	1	10	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
252718	128000	908	0.17	41	15800	40	0	3	electric	electric	public/commercial	No	No	No	2	1
557595	335000	2274	0.92	36	32700	64	1	10	hot water/steam	gas	septic	No	No	Yes	4	2.5
287902	148900	908	0.16	38	15700	40	0	4	electric	gas	public/commercial	No	No	No	2	1
415337	229900	1540	0.43	36	25000	40	0	6	hot air	gas	septic	No	No	No	3	1.5
461141	253000	1780	0.45	36	25000	40	1	9	hot air	gas	septic	No	No	No	3	1.5
636895	304065	2736	0.34	21	108900	40	1	8	hot air	gas	public/commercial	No	Yes	No	4	3
415775	222000	1617	0.34	46	27000	40	1	5	hot air	gas	public/commercial	No	No	No	4	1.5
336566	165000	1592	0.15	38	15100	40	0	7	electric	electric	public/commercial	No	No	No	3	2
535395	275000	2011	1.37	34	31200	40	1	8	hot air	gas	septic	No	No	Yes	4	2.5
1029123	325000	1398	0.27	125	56500	40	1	4	electric	electric	public/commercial	Yes	No	No	3	2
404825	230000	1656	0.31	39	27000	40	1	6	electric	electric	public/commercial	No	No	No	3	1.5
303584	125000	1472	0.04	150	2400	64	0	8	hot air	gas	public/commercial	No	No	No	2	1.5
632976	314940	2736	0.37	20	108900	40	1	10	hot air	gas	public/commercial	No	Yes	No	4	3
323081	150000	1120	0.75	34	3700	36	0	6	hot air	oil	septic	No	No	No	3	1.5
252947	133000	1008	0.15	35	2500	36	0	4	hot air	gas	public/commercial	No	No	No	2	1
290512	155000	1008	0.37	37	2500	36	0	7	electric	electric	septic	No	No	No	2	2
412073	229000	1544	2.61	46	4500	36	0	4	electric	electric	septic	No	No	No	3	1.5
355168	195000	1546	0.29	23	3800	36	1	5	hot air	gas	septic	No	No	No	3	2.5
410433	225700	1720	0.36	39	13000	64	0	9	electric	electric	public/commercial	No	No	No	3	1.5
369089	189500	1510	0.34	39	13000	64	0	8	hot air	oil	public/commercial	No	No	Yes	3	2
572666	374000	2952	0.72	41	26000	28	1	11	electric	electric	public/commercial	No	No	No	4	2.5
492570	319000	1996	0.35	32	13000	64	0	8	hot water/steam	gas	septic	No	No	No	4	2.5
482667	294100	2112	0.39	31	13000	64	1	10	hot water/steam	gas	septic	No	No	No	3	3
271158	128000	912	0.16	41	15700	40	1	4	electric	electric	public/commercial	No	No	No	2	1.5
647976	320210	2510	0.81	21	108900	40	1	9	hot air	gas	public/commercial	No	Yes	No	4	2.5
619866	273495	2631	0.3	21	108900	40	0	11	hot air	gas	public/commercial	No	Yes	No	4	2.5
613144	256350	2271	0.35	21	108900	40	1	6	hot air	gas	public/commercial	No	Yes	No	3	2.5
430287	229000	1736	0.51	45	25000	40	1	8	hot water/steam	gas	public/commercial	No	No	No	3	1.5
428326	216900	1656	0.31	39	27000	40	1	7	electric	electric	public/commercial	No	No	No	3	1.5
332037	164900	1168	0.15	42	15100	40	1	6	electric	electric	public/commercial	No	No	No	3	2
307902	149000	1385	0.15	38	15100	40	1	3	hot air	gas	public/commercial	No	No	No	2	1.5
284930	149900	912	0.17	39	15800	40	1	4	electric	electric	public/commercial	No	No	No	2	1.5
302551	155000	1128	0.15	38	15100	40	0	3	electric	electric	public/commercial	No	No	No	2	1.5
630054	297065	2736	0.45	21	108900	40	0	9	hot air	gas	public/commercial	No	Yes	No	4	3
650260	342202	2715	0.44	21	108900	40	1	9	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
661398	345264	3020	0.88	21	108900	40	1	11	hot air	gas	public/commercial	No	Yes	Yes	5	3.5
645859	325046	2809	0.5	21	108900	40	0	10	hot air	gas	public/commercial	No	Yes	No	4	2.5
314181	159900	1184	0.17	41	15200	40	0	4	electric	electric	public/commercial	No	No	No	3	2
498778	272500	2212	0.32	38	27000	40	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
682585	319000	3285	0.47	21	108900	40	1	12	hot air	gas	public/commercial	No	Yes	No	4	3.5
525974	295000	2558	0.48	35	30000	64	1	10	hot air	gas	septic	No	No	No	4	2.5
353966	159000	1230	0.16	38	15100	40	0	3	electric	electric	public/commercial	No	No	No	3	2
497733	311000	2120	0.54	30	30000	40	0	7	hot air	gas	public/commercial	No	No	Yes	4	2.5
482848	250000	2245	0.4	45	27000	40	1	6	hot air	electric	public/commercial	No	No	Yes	3	2.5
267006	149000	908	0.16	41	15700	40	0	3	electric	electric	public/commercial	No	No	No	2	1
637290	307890	2736	0.55	21	108900	40	0	12	hot air	gas	public/commercial	No	Yes	No	4	3
413392	219000	1719	0.47	47	24600	64	1	5	electric	electric	public/commercial	No	No	No	3	1.5
366991	178000	1404	0.48	48	24800	64	1	6	electric	electric	public/commercial	No	No	No	3	1.5
541638	295925	2128	0.56	20	108900	40	1	9	hot air	gas	public/commercial	No	Yes	No	4	2.5
414436	229900	1348	0.34	29	30000	40	1	8	electric	electric	public/commercial	No	No	Yes	3	1.5
473132	254900	2112	0.33	30	30000	40	0	5	hot air	gas	public/commercial	No	No	No	3	1.5
285637	161800	960	0.34	61	3500	36	0	7	hot air	gas	septic	No	No	No	3	1
217896	112200	840	0.14	64	2400	36	0	4	hot air	gas	public/commercial	No	No	No	2	1
382228	206000	1624	1.1	37	5100	36	0	8	hot air	gas	septic	No	No	No	3	2
450917	257000	1752	0.75	26	1700	36	0	7	hot air	gas	septic	No	No	No	4	2.5
313772	182000	1729	0.38	56	3300	36	1	8	hot water/steam	gas	septic	No	No	No	4	1.5
286501	161000	1056	0.59	57	4400	36	0	6	hot air	gas	septic	No	No	No	3	1
329395	177160	832	0.41	55	7200	64	0	8	hot air	oil	public/commercial	No	No	No	3	1
535389	355063	2220	0.36	20	13000	64	1	8	hot air	gas	septic	No	Yes	Yes	4	2.5
411473	266500	1672	0.52	38	13000	64	0	4	electric	electric	public/commercial	No	No	No	3	2.5
352280	178900	1554	0.35	41	36500	64	0	4	electric	electric	public/commercial	No	No	No	3	1
424896	211000	1887	0.49	61	28600	64	1	8	hot water/steam	gas	public/commercial	No	No	Yes	4	2.5
470764	201400	1876	0.49	50	28600	64	1	6	hot water/steam	gas	public/commercial	No	No	No	3	2.5
422039	195900	1678	0.4	54	30000	64	1	5	hot air	gas	public/commercial	No	No	No	3	1.5
291316	150000	1154	0.21	39	19100	64	1	4	electric	electric	public/commercial	No	No	No	2	1
412558	206000	1862	1.34	39	36000	64	1	7	hot air	gas	septic	No	No	Yes	3	1.5
471011	285000	2292	0.32	48	35000	64	1	10	electric	electric	public/commercial	No	No	Yes	4	2.5
266929	120000	976	0.2	44	14000	64	0	3	electric	electric	public/commercial	No	No	No	2	2
763665	377500	2886	1.13	41	116300	64	2	9	hot air	gas	public/commercial	No	No	Yes	4	3
615006	340000	2483	0.55	28	19300	64	1	10	hot air	gas	public/commercial	No	No	No	4	2.5
427679	240000	1846	0.45	55	32300	64	1	6	hot air	gas	public/commercial	No	No	No	3	1.5
562792	295000	2592	0.49	37	36900	64	1	12	hot air	gas	public/commercial	No	No	Yes	4	3
451999	215000	1792	0.63	41	39100	64	0	9	electric	electric	public/commercial	No	No	Yes	3	2.5
498222	275000	2588	0.47	55	27800	64	1	10	hot water/steam	gas	public/commercial	No	No	No	4	2.5
320000	189000	1210	0.81	73	21600	64	0	7	hot water/steam	gas	septic	No	No	No	3	1
268130	156000	1290	0.09	46	17600	64	1	3	hot air	gas	public/commercial	No	No	Yes	2	1.5
546457	410000	2444	1.79	31	86900	75	1	11	hot air	gas	septic	No	No	No	4	3
486225	264500	2376	0.46	54	27400	64	2	9	hot water/steam	gas	public/commercial	No	No	No	4	2.5
284304	145500	1480	0.09	40	17600	64	0	4	hot air	gas	public/commercial	No	No	No	3	1.5
299035	116500	1375	0.08	42	17200	64	0	4	hot air	gas	public/commercial	No	No	Yes	2	1.5
5e+05	264500	2619	0.44	60	26600	64	1	11	hot water/steam	gas	public/commercial	No	No	No	4	2.5
506067	263000	2575	0.6	48	28800	64	1	12	hot water/steam	gas	public/commercial	No	No	No	5	2.5
395054	243000	1272	0.57	29	34900	64	0	6	hot air	gas	public/commercial	No	No	No	2	1.5
409006	203000	1852	0.29	50	23900	64	1	6	hot air	gas	public/commercial	No	No	Yes	3	1.5
610657	385000	2259	0.5	27	17500	64	1	9	hot air	gas	public/commercial	No	No	Yes	4	2.5
454432	210000	2426	0.52	58	31700	64	1	7	hot water/steam	gas	public/commercial	No	No	No	4	2.5
290505	154000	1480	0.14	40	18400	64	1	5	hot water/steam	gas	public/commercial	No	No	No	3	1.5
281172	155000	1244	0.17	40	18700	64	0	6	hot air	gas	public/commercial	No	No	Yes	2	2
305746	165000	1479	0.17	42	18700	64	0	4	hot air	gas	public/commercial	No	No	No	3	1.5
418221	182000	2016	0.35	60	27800	64	1	10	hot air	gas	public/commercial	No	No	Yes	4	1.5
494508	280000	1897	0.85	38	40800	64	1	7	hot air	gas	public/commercial	No	No	Yes	4	2.5
454656	235000	1872	0.47	57	27800	64	1	9	hot water/steam	gas	public/commercial	No	No	No	4	2.5
306376	185000	1260	0.06	47	16400	64	1	6	hot air	gas	public/commercial	No	No	Yes	2	1.5
432292	206500	1956	0.5	55	34500	64	0	7	hot air	gas	public/commercial	No	No	Yes	4	2
316086	165000	1480	0.05	39	16000	64	0	6	hot air	gas	public/commercial	No	No	Yes	3	2.5
413334	230000	1793	0.35	62	27800	64	1	9	hot air	gas	septic	No	No	Yes	4	1.5
410188	235000	2078	0.73	54	35700	64	1	6	hot air	gas	public/commercial	No	No	No	4	1.5
290192	169900	1452	0.06	47	16400	64	1	5	hot air	gas	public/commercial	No	No	Yes	3	1.5
416828	210500	1792	0.28	42	32000	64	1	5	electric	electric	public/commercial	No	No	No	3	1.5
554173	305000	2304	0.92	36	35900	75	1	7	hot water/steam	oil	septic	No	No	No	4	2.5
837767	508000	3511	1.17	21	116700	64	1	12	hot air	gas	public/commercial	No	No	No	4	2.5
404054	220000	1927	0.41	59	30500	64	0	9	hot air	gas	public/commercial	No	No	No	4	1.5
454208	256000	2263	0.5	40	29000	64	1	11	hot water/steam	gas	public/commercial	No	No	No	4	2.5
378385	196900	1678	0.41	55	30500	64	0	6	hot air	gas	public/commercial	No	No	Yes	4	1.5
311166	178000	1299	0.17	38	18700	64	0	4	electric	electric	public/commercial	No	No	Yes	2	1.5
626426	395000	2770	0.7	36	35000	64	1	10	hot water/steam	gas	public/commercial	No	No	Yes	4	3
510523	268000	2147	0.48	47	62000	64	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
612271	350000	2162	0.5	38	63500	64	1	9	hot air	gas	public/commercial	No	No	Yes	4	2.5
534267	279900	2091	0.49	39	62800	64	1	8	hot air	gas	public/commercial	No	No	Yes	4	2.5
486671	265000	2564	0.65	57	33500	64	1	8	hot water/steam	gas	public/commercial	No	No	No	4	2.5
456476	235000	1768	0.76	58	35300	64	0	5	hot water/steam	gas	public/commercial	No	No	No	3	2
549526	299900	2497	0.46	38	60500	64	1	9	hot air	gas	public/commercial	No	No	Yes	3	2.5
445146	255000	1910	0.41	41	25400	64	0	6	hot air	gas	public/commercial	No	No	Yes	4	2.5
575557	351100	2535	0.46	23	16100	64	1	10	hot air	gas	public/commercial	No	No	No	4	2.5
534221	315000	2576	0.46	56	27400	64	1	12	hot water/steam	gas	public/commercial	No	No	No	4	2.5
404519	220000	1500	0.4	41	28000	64	0	7	hot air	gas	public/commercial	No	No	No	3	1.5
299911	159000	1487	0.14	40	18400	64	0	8	electric	electric	public/commercial	No	No	No	3	1.5
428366	217021	1846	0.41	51	32700	64	0	7	hot water/steam	gas	septic	No	No	No	3	1.5
298523	188500	1298	0.05	39	16000	64	0	6	hot air	gas	public/commercial	No	No	Yes	2	1.5
498801	320000	2212	0.55	53	50300	64	1	9	hot air	gas	public/commercial	No	No	Yes	4	2.5
281263	166000	1480	0.1	41	18000	64	1	7	electric	electric	public/commercial	No	No	No	2	1.5
399648	225000	1756	0.45	55	32300	64	1	7	hot air	gas	public/commercial	No	No	No	4	1.5
600289	360000	2499	0.91	37	77200	64	1	7	hot water/steam	gas	public/commercial	No	No	Yes	4	2.5
646339	365000	2950	0.56	20	37900	64	1	12	hot air	gas	public/commercial	No	No	No	4	2.5
576924	315000	2742	0.6	40	71000	64	3	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
462767	275000	2175	0.54	39	30200	64	1	10	hot water/steam	gas	public/commercial	No	No	No	4	2.5
398541	224000	1966	0.54	58	34700	64	1	10	hot air	gas	public/commercial	No	No	No	4	2
496657	290000	2728	0.61	54	32300	64	1	10	hot water/steam	gas	public/commercial	No	No	No	4	2.5
492530	262000	2553	0.64	55	33200	64	1	9	hot water/steam	gas	public/commercial	No	No	No	4	2.5
457635	255000	1792	0.33	39	35500	64	1	7	electric	gas	public/commercial	No	No	Yes	3	1.5
384067	217300	1663	0.35	60	27800	64	1	8	hot water/steam	gas	public/commercial	No	No	No	3	2.5
548991	291000	2070	0.49	26	17200	64	1	6	hot air	gas	public/commercial	No	No	Yes	4	2.5
463700	271500	2276	0.54	55	30200	64	1	9	hot water/steam	gas	public/commercial	No	No	No	5	2.5
523998	312500	1905	0.46	36	36400	64	1	6	hot air	gas	public/commercial	No	No	Yes	4	2.5
541294	290000	2030	0.46	42	48000	64	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
297400	155000	1498	0.57	79	29900	75	1	7	hot air	gas	public/commercial	No	No	No	2	1
612469	355000	2116	0.55	40	67300	64	1	10	hot air	gas	public/commercial	No	No	Yes	3	2.5
426924	190000	2108	0.83	57	35700	64	1	10	hot water/steam	gas	public/commercial	No	No	No	4	2.5
574928	264000	2427	0.71	21	32000	40	0	9	hot air	gas	public/commercial	No	Yes	No	3	2.5
417004	219900	1391	0.41	33	9000	40	0	8	hot air	gas	public/commercial	No	No	No	3	2
768141	314230	2686	1.01	21	74800	62	1	10	hot air	gas	public/commercial	No	Yes	Yes	4	3
466061	228000	1512	0.66	32	15200	40	0	8	hot air	gas	public/commercial	No	No	No	3	2.5
267207	132870	1480	0.06	37	1600	40	1	5	hot water/steam	gas	public/commercial	No	No	No	3	1.5
308889	158000	1461	1.73	105	16400	40	0	6	hot air	oil	septic	No	No	No	3	1
505993	230000	1974	0.5	28	4000	40	0	6	hot air	gas	public/commercial	No	No	No	3	2
297272	148000	1480	0.07	36	1800	40	1	4	hot air	gas	public/commercial	No	No	No	2	2.5
483964	259000	1620	0.51	32	17900	62	1	5	hot air	gas	public/commercial	No	No	No	3	2.5
711828	409790	3009	0.77	21	74800	62	1	12	hot air	gas	public/commercial	No	Yes	No	5	3.5
