ID	Year	Focal.depth	Magnitude	Country	Latitude	Longitude	Tsunami_deaths	Missing	Injuries	Damage..M.	Deaths_total
2265	1996	33	5.7	JAPAN	31.555	139.931	NA	NA	NA	NA	NA
2266	1996	10	6.9	CHILE	-22.118	-113.436	NA	NA	NA	NA	NA
2267	1996	10	6.6	JAPAN	30.568	131.093	NA	NA	NA	NA	NA
2268	1996	22	6.7	JAPAN	31.885	131.468	NA	NA	NA	NA	NA
2269	1996	33	7.7	PERU	-14.993	-75.675	NA	NA	560	NA	14
2270	1996	49	6.7	JAPAN	31.789	131.314	NA	NA	NA	NA	NA
2273	1997	33	7.7	SOLOMON ISLANDS	-12.584	166.676	NA	NA	NA	NA	NA
2274	1997	20	7	VENEZUELA	10.598	-63.486	NA	NA	522	NA	81
2275	1997	167	7.7	TONGA	-22.1	-176.77	NA	NA	NA	NA	NA
2277	1997	33	7.8	RUSSIA	54.841	162.035	NA	NA	NA	NA	NA
2280	1998	33	7.5	TAIWAN	22.306	125.308	NA	NA	NA	NA	NA
2284	103	NA	7	UKRAINE	44.7	33.3	NA	NA	NA	NA	NA
2286	557	NA	7	TURKEY	40.9	27.6	NA	NA	NA	NA	NA
2289	1615	NA	5.7	UKRAINE	44.9	35.5	NA	NA	NA	NA	NA
2290	1650	NA	7	UKRAINE	44.7	33.3	NA	NA	NA	NA	NA
2294	1869	18	5.6	UKRAINE	44.75	35	NA	NA	NA	NA	NA
2296	1905	NA	5.1	RUSSIA	44.5	37.5	NA	NA	NA	NA	NA
2299	1927	17	6.8	UKRAINE	44.4	34.5	NA	NA	122	NA	11
2301	1939	20	7.8	TURKEY	39.907	39.586	NA	NA	100000	NA	32700
2302	1966	NA	5.5	RUSSIA	44.75	37	NA	NA	NA	NA	NA
2303	1970	7	5.1	RUSSIA	43.84	39.34	NA	NA	NA	NA	NA
2317	478	NA	7.2	TURKEY	40.8	29.2	NA	NA	NA	NA	NA
2318	1419	NA	NA	TURKEY	NA	NA	NA	NA	NA	NA	NA
2321	1867	NA	7	GREECE	39.2	26.4	NA	NA	NA	NA	563
2326	1999	13	7.6	TURKEY	40.76	29.97	155	NA	50000	NA	17118
2330	1870	NA	7.9	MEXICO	15.4	-96.3	NA	NA	20	NA	24
2338	2000	26	7.6	INDONESIA	-1.105	123.573	54	NA	264	NA	54
2339	1999	33	7.5	VANUATU	-16.423	168.214	5	NA	100	NA	10
2340	2000	10	6.1	JAPAN	34.221	139.131	NA	NA	NA	NA	1
2341	2000	10	7.9	AUSTRALIA	-13.802	97.453	NA	NA	NA	NA	NA
2352	2000	17	8	PAPUA NEW GUINEA	-4.001	152.327	NA	NA	NA	NA	2
2355	1840	NA	5.2	USA	39.8	-75.2	NA	NA	NA	NA	NA
2360	1886	NA	7.3	USA	32.9	-80	NA	NA	NA	NA	NA
2369	1989	26	4.4	USA TERRITORY	18.986	-68.833	NA	NA	NA	NA	NA
2373	2001	33	8.4	PERU	-16.265	-73.641	26	138	2713	NA	103
2376	1802	NA	NA	VENEZUELA	10.3	-64.5	NA	NA	NA	NA	NA
2385	1961	120	6.5	COLOMBIA	8.9	-73.4	NA	NA	NA	NA	NA
2394	2002	31	7.5	PHILIPPINES	6.033	124.249	NA	NA	100	NA	15
2395	2002	33	6.4	JAPAN	23.346	124.09	NA	NA	NA	NA	NA
2396	2002	33	7.1	TAIWAN	24.279	122.179	NA	NA	200	NA	5
2397	2002	21	7.2	VANUATU	-17.6	167.856	NA	NA	NA	NA	NA
2398	2002	13	7.6	PAPUA NEW GUINEA	-3.26	142.94	NA	NA	70	NA	4
2399	2002	21	6.5	INDIA	13.036	93.068	NA	NA	NA	NA	2
2401	2003	33	7.3	SOLOMON ISLANDS	-10.491	160.77	NA	NA	NA	NA	NA
2402	2003	24	7.5	MEXICO	18.77	-104.104	NA	NA	1073	NA	29
2403	2003	12	6.8	ALGERIA	36.964	3.634	NA	800	11000	NA	2287
2404	2001	14	6.8	TAIWAN	23.954	122.734	NA	NA	NA	NA	NA
2406	2003	27	8.3	JAPAN	41.815	143.91	2	NA	849	NA	2
2425	1966	83	7.8	SOLOMON ISLANDS	-11.893	166.445	NA	NA	NA	NA	NA
2428	2003	10	7	JAPAN	37.812	142.619	NA	NA	NA	NA	NA
2429	2003	33	7.8	USA	51.146	178.65	NA	NA	NA	NA	NA
2430	1971	29	5.5	RUSSIA	46.7	141.4	NA	NA	NA	NA	NA
2431	1971	9	7.1	RUSSIA	46.5	141.2	NA	NA	NA	NA	NA
2434	2004	17	6.7	INDONESIA	-3.12	127.4	NA	NA	NA	NA	NA
2436	2004	14	7.2	JAPAN	33.07	136.618	NA	NA	4	NA	NA
2437	2004	10	7.4	JAPAN	33.184	137.071	NA	NA	40	NA	NA
2438	1968	33	7.5	JAPAN	41.5	142.7	NA	NA	NA	NA	NA
2439	2004	30	9.1	INDONESIA	3.295	95.982	227899	NA	NA	10000	227899
2452	1895	NA	4.3	USA	40.667	-74.883	NA	NA	NA	NA	NA
2466	2005	28	6.6	JAPAN	34.064	141.491	NA	NA	NA	NA	NA
2487	2005	30	8.6	INDONESIA	2.085	97.108	16	NA	340	NA	1319
2507	2005	19	6.7	INDONESIA	-1.644	99.607	NA	NA	NA	NA	NA
2547	2005	10	7.2	USA	41.301	-125.97	NA	NA	NA	NA	NA
2548	2005	36	7.2	JAPAN	38.276	142.039	NA	NA	56	NA	NA
2567	1975	33	7.8	ATLANTIC OCEAN	35.962	-17.576	NA	NA	NA	NA	NA
2568	1977	19	7.6	SOLOMON ISLANDS	-9.89	160.348	NA	NA	NA	NA	NA
2569	1978	33	6.6	RUSSIA	44.14	149.029	NA	NA	NA	NA	NA
2587	1998	10	8.1	ANTARCTICA	-62.877	149.527	NA	NA	NA	NA	NA
2590	2005	11	7	JAPAN	38.107	144.896	NA	NA	NA	NA	NA
2592	1994	26	6.6	INDONESIA	-10.362	112.892	NA	NA	NA	NA	NA
2593	1994	17	6.1	INDONESIA	-10.341	113.369	NA	NA	NA	NA	NA
2627	1906	NA	NA	VENEZUELA	10.5	-66.916	NA	NA	NA	NA	NA
2693	2004	14	6.3	GUADELOUPE (FRENCH TERRITORY)	15.679	-61.706	NA	NA	12	NA	1
2749	2006	55	8	TONGA	-20.187	-174.123	NA	NA	1	NA	NA
2768	1775	NA	NA	CUBA	19.9	-76	NA	NA	NA	NA	NA
2769	1783	13	6.9	ITALY	38.3	15.967	NA	NA	NA	NA	30000
2794	1864	NA	NA	CANADA	46.5	-53.7	NA	NA	NA	NA	NA
2832	2006	20	7.7	INDONESIA	-9.284	107.419	802	NA	498	55	802
2852	1169	NA	7	ITALY	37.3	15.03	NA	NA	NA	NA	16000
2875	2006	30	6.7	INDONESIA	-3.595	127.214	4	NA	NA	NA	4
2892	1906	NA	NA	COLOMBIA	3.9	-77.033	NA	NA	NA	NA	NA
2917	1983	NA	7.2	GREECE	38.026	20.228	NA	NA	NA	NA	NA
2921	2004	39	7	JAPAN	43.006	145.119	NA	NA	24	NA	NA
2952	1707	NA	8.4	JAPAN	34.1	137.8	2000	NA	NA	NA	2000
2954	1605	NA	7.9	JAPAN	33.5	138.5	1001	NA	NA	NA	1001
2972	2006	28	6.9	SAMOA	-16.592	-172.033	NA	NA	NA	NA	NA
2992	1099	NA	8.4	JAPAN	33	135.5	NA	NA	NA	NA	NA
2993	1498	NA	7.5	JAPAN	33.5	135.2	NA	NA	NA	NA	NA
3012	2004	10	6.6	CANADA	49.277	-128.772	NA	NA	NA	NA	NA
3013	2004	10	7.5	INDONESIA	-8.152	124.868	NA	NA	400	NA	34
3014	2004	10	8.1	AUSTRALIA	-49.312	161.345	NA	NA	NA	NA	NA
3015	2003	10	7.3	NEW CALEDONIA	-22.015	169.766	NA	NA	NA	NA	NA
3016	2006	10	8.3	RUSSIA	46.592	153.266	NA	NA	1	NA	NA
3017	2006	39	6.7	USA	19.878	-155.935	NA	NA	NA	NA	NA
3019	2007	10	8.1	RUSSIA	46.243	154.524	NA	NA	NA	NA	NA
3033	1966	23	7.2	SOLOMON ISLANDS	-12.334	166.684	NA	NA	NA	NA	NA
3034	1997	10	6.2	JAPAN	31.959	141.878	NA	NA	NA	NA	NA
3035	2007	8	6.7	JAPAN	37.336	136.588	NA	NA	359	NA	1
3037	2007	10	8.1	SOLOMON ISLANDS	-8.46	157.044	50	NA	NA	NA	52
3038	2007	34	7.1	VANUATU	-20.617	169.357	NA	NA	NA	NA	NA
3042	1965	18	6.3	GREECE	39.4	24	NA	NA	253	NA	38
3052	1930	35	7.4	MYANMAR (BURMA)	17.733	96.406	NA	NA	NA	NA	500
3073	1970	44	6.7	RUSSIA	43.191	47.14	NA	NA	NA	NA	31
3075	1790	NA	NA	ALGERIA	35.7	-0.6	NA	NA	NA	NA	3000
3103	1065	NA	NA	TURKEY	NA	NA	NA	NA	NA	NA	NA
3104	2007	10	6.6	JAPAN	37.57	138.478	NA	NA	1088	NA	9
3108	1172	NA	NA	ITALY	38	15	NA	NA	NA	NA	NA
3109	1265	NA	6.6	TURKEY	40.7	27.4	NA	NA	NA	NA	NA
3114	1343	NA	7.5	TURKEY	40.8	28.3	NA	NA	NA	NA	NA
3116	1365	NA	NA	ALGERIA	36.8	3	NA	NA	NA	NA	NA
3117	1402	NA	7	GREECE	38.11	22.41	NA	NA	NA	NA	NA
3119	1494	NA	7.2	GREECE	35.5	25.5	NA	NA	NA	NA	NA
3121	1562	NA	NA	ITALY	40.5	15.5	NA	NA	NA	NA	NA
3127	1624	NA	NA	ITALY	44.6	11.8	NA	NA	NA	NA	NA
3128	1627	NA	6.7	ITALY	41.733	15.35	NA	NA	NA	NA	5000
3133	1646	NA	5.2	ITALY	43.55	10.317	NA	NA	NA	NA	NA
3135	1661	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3136	1672	NA	5.6	ITALY	43.933	12.583	NA	NA	NA	NA	1500
3137	1682	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3139	1693	NA	7.4	ITALY	37.133	15.017	NA	NA	NA	NA	60000
3147	1916	NA	5.1	ITALY	38.817	15.233	NA	NA	NA	NA	NA
3149	1707	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3154	1726	NA	5.8	ITALY	38.117	13.35	NA	NA	NA	NA	250
3155	2007	5	6.2	RUSSIA	47.116	141.798	NA	NA	14	NA	2
3156	2007	21	6.7	USA	51.307	-179.971	NA	NA	NA	NA	NA
3159	1731	NA	6.3	ITALY	41.5	15.5	NA	NA	NA	NA	3600
3160	1741	NA	7.3	GREECE	36.2	28.5	NA	NA	NA	NA	NA
3161	1742	NA	NA	ITALY	43.5	10.2	NA	NA	NA	NA	NA
3168	2007	39	8	PERU	-13.386	-76.603	3	NA	1292	NA	596
3210	1783	NA	5.9	ITALY	38.767	16.3	NA	NA	NA	NA	NA
3211	1783	18	6.9	ITALY	38.783	16.467	NA	NA	NA	NA	NA
3212	1784	NA	4.1	ITALY	38.317	16.4	NA	NA	NA	NA	NA
3215	1802	NA	NA	ALGERIA	36.5	2.9	NA	NA	NA	NA	NA
3217	1805	NA	6.6	ITALY	41.5	14.467	NA	NA	NA	NA	NA
3223	1818	NA	6	ITALY	37.6	15.133	NA	NA	NA	NA	72
3226	1973	33	7.5	PHILIPPINES	13.4	122.8	NA	NA	64	NA	15
3228	2007	34	8.4	INDONESIA	-4.438	101.367	NA	NA	161	NA	25
3248	2007	10	7.4	NEW ZEALAND	-49.418	163.954	NA	NA	NA	NA	NA
3293	2007	40	7.7	CHILE	-22.247	-69.89	NA	NA	65	NA	2
3295	1836	NA	NA	ITALY	39.6	16.6	NA	NA	NA	NA	589
3297	1968	38	6.6	TURKEY	41.8	32.3	NA	NA	200	NA	24
3309	1970	29	6	USA	57.5	-153.9	NA	NA	NA	NA	NA
3310	1951	21	7.3	TAIWAN	23.8	121.7	NA	NA	586	NA	68
3313	1846	5	6.1	ITALY	43.4	10.6	NA	NA	NA	NA	56
3314	1846	NA	NA	ITALY	43.5	10.5	NA	NA	NA	NA	NA
3316	1846	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3317	1846	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3318	1846	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3319	1846	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3320	1846	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3321	1846	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3322	1846	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3323	1846	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3325	1847	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3326	1847	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3327	1847	NA	NA	ITALY	NA	NA	NA	NA	NA	NA	NA
3349	1967	25	6.6	VENEZUELA	10.559	-67.33	NA	NA	1536	NA	300
3380	1856	NA	NA	ALGERIA	37.1	5.7	NA	NA	NA	NA	8
3382	2008	25	6.5	INDONESIA	-2.486	99.972	NA	NA	NA	NA	NA
3392	1956	NA	6.8	GREECE	36.8	25.5	NA	NA	NA	NA	NA
3393	1955	NA	6.2	GREECE	39.4	23.1	NA	NA	149	NA	8
3396	1953	20	6.3	CYPRUS	34.741	32.335	NA	NA	100	NA	40
3398	1953	NA	7.2	GREECE	38.3	20.8	NA	NA	2412	NA	476
3411	1905	15	7.1	ITALY	38.67	16.07	NA	NA	2000	NA	557
3415	1907	NA	5.9	ITALY	38.133	16.017	NA	NA	NA	NA	158
3422	1870	NA	NA	ITALY	39.28	16.28	NA	NA	NA	NA	NA
3429	963	NA	NA	ITALY	38	15	NA	NA	NA	NA	NA
3430	986	NA	7.5	TURKEY	40.8	29.2	NA	NA	NA	NA	NA
3438	1856	NA	NA	ALGERIA	37.1	5.7	NA	NA	NA	NA	5
3442	1862	NA	NA	GREECE	38.25	22.25	NA	NA	NA	NA	NA
3446	1867	NA	7.4	GREECE	38.233	20.424	NA	NA	NA	NA	223
3450	1868	NA	NA	ITALY	45.7	10.7	NA	NA	NA	NA	NA
3453	1875	NA	NA	ITALY	44.2	12.4	NA	NA	NA	NA	NA
3466	1891	NA	NA	ALGERIA	36.5	1.8	NA	NA	NA	NA	36
3479	1270	NA	NA	GREECE	41.3	19.5	NA	NA	NA	NA	NA
3487	1672	NA	6.8	GREECE	NA	NA	NA	NA	NA	NA	NA
3493	1769	NA	6.5	GREECE	38.4	12.2	NA	NA	NA	NA	NA
3495	1778	NA	NA	GREECE	NA	NA	NA	NA	NA	NA	NA
3497	1896	NA	NA	GREECE	NA	NA	NA	NA	NA	NA	NA
3500	1911	NA	6.7	ALBANIA	40.9	20.8	NA	NA	NA	NA	NA
3504	1926	NA	7.2	GREECE	36.5	23.3	NA	NA	NA	NA	NA
3505	2008	35	7.3	NEW CALEDONIA	-20.071	168.892	NA	NA	NA	NA	NA
3506	1973	NA	6.6	RUSSIA	43.2	146.6	NA	NA	NA	NA	NA
3507	1986	34	7.8	TAIWAN	23.901	121.574	NA	NA	50	NA	15
3508	2000	10	6.1	JAPAN	34.319	139.26	NA	NA	10	NA	NA
3509	2000	10	6.5	JAPAN	33.901	139.376	NA	NA	1	NA	NA
3536	1895	30	8.2	TURKMENISTAN	39.5	53.7	NA	NA	NA	NA	NA
3537	1921	NA	NA	CHINA	40.13	124.38	NA	NA	NA	NA	NA
3548	1604	NA	8	CHINA	25	119.5	NA	NA	NA	NA	NA
3558	2008	22	6.9	JAPAN	37.552	142.214	NA	NA	NA	NA	NA
3559	1906	NA	5	GHANA	6.5	0.3	NA	NA	NA	NA	NA
3563	1608	NA	7.6	IRAN	36.4	50.5	NA	NA	NA	NA	3000
3564	1890	10	7.2	IRAN	36.6	54.6	NA	NA	NA	NA	171
3569	1930	NA	5.5	CHINA	32.2	119.4	NA	NA	NA	NA	NA
3571	1951	NA	6.3	CHINA	26.7	100	NA	NA	NA	NA	NA
3572	1954	NA	7.3	CHINA	NA	NA	NA	NA	NA	NA	NA
3573	1955	10	6.8	CHINA	26.6	101.8	NA	NA	NA	NA	NA
3574	1958	NA	6.2	CHINA	31.5	105	NA	NA	NA	NA	NA
3580	1935	NA	6	CHINA	28.7	103.6	NA	NA	NA	NA	100
3589	2008	25	6.8	JAPAN	41.892	143.754	NA	NA	77	NA	6
3598	2007	35	7.2	SOLOMON ISLANDS	-11.61	165.762	NA	NA	NA	NA	NA
3599	2007	153	7.8	KERMADEC ISLANDS	-25.996	-177.514	NA	NA	NA	NA	NA
3603	1933	NA	NA	TOGO	6.9	0.6	NA	NA	NA	NA	NA
3618	2003	8	5.7	ALGERIA	36.939	3.578	NA	NA	200	NA	9
3620	1930	NA	NA	KENYA	-4.05	39.667	NA	NA	NA	NA	NA
3622	2006	10	7	TAIWAN	21.799	120.547	NA	NA	40	NA	2
3623	2008	30	7.3	INDONESIA	1.271	122.091	NA	NA	77	NA	6
3644	1879	NA	5.9	EGYPT	29	33	NA	NA	NA	NA	NA
3645	1884	NA	6.2	ERITREA	15.7	39.6	NA	NA	NA	NA	NA
3646	1969	NA	7	EGYPT	27.7	34	NA	NA	16	NA	2
3647	2009	17	7.6	INDONESIA	-0.414	132.885	NA	NA	250	NA	5
3649	2009	23	7.3	INDONESIA	-0.691	133.305	NA	NA	NA	NA	NA
3691	2009	36	7.4	RUSSIA	46.857	155.154	NA	NA	NA	NA	NA
3692	2009	22	7.2	INDONESIA	3.884	126.397	NA	NA	64	NA	NA
3724	1941	10	7.8	ATLANTIC OCEAN	37.301	-18.966	NA	NA	NA	NA	NA
3725	1901	NA	7.2	BULGARIA	43.4	28.5	NA	NA	50	NA	4
3735	1953	33	6.8	GREECE	38.1	20.6	NA	NA	NA	NA	NA
3746	1924	25	6.7	COSTA RICA	9.587	-84.515	NA	NA	NA	NA	NA
3765	558	NA	7	GREECE	37.1	27.7	NA	NA	NA	NA	NA
3789	1629	70	7	GREECE	36	25	NA	NA	NA	NA	NA
3798	1968	7	4.6	ITALY	44.08	8	NA	NA	NA	NA	NA
3811	1916	NA	6	ITALY	44.035	13.009	NA	NA	60	NA	4
4223	1930	15	6	ITALY	43.89	13.483	NA	NA	NA	NA	18
4241	1867	NA	NA	NORWAY	58.667	6.167	NA	NA	NA	NA	NA
4258	1939	16	6.7	PORTUGAL	37.198	-24.356	NA	NA	NA	NA	NA
4259	1980	13	6.9	PORTUGAL	38.727	-27.75	NA	NA	600	NA	69
4265	1522	NA	NA	SPAIN	36.97	-2.66	NA	NA	NA	NA	1000
4277	1978	30	4.4	SPAIN	36.37	-6.98	NA	NA	NA	NA	NA
4278	1804	NA	6.7	SPAIN	36.083	-3.583	NA	NA	NA	NA	2
4279	1680	NA	6.8	SPAIN	36.8	-4.6	NA	NA	250	NA	70
4282	881	NA	7.5	SPAIN	36	-8	NA	NA	NA	NA	NA
4290	1963	30	6.2	TURKEY	40.698	29.159	NA	NA	NA	NA	1
4312	2009	34	7.6	TONGA	-23.046	-174.659	NA	NA	NA	NA	NA
4356	2009	10	7.3	HONDURAS	16.72	-86.236	NA	NA	40	NA	7
4376	2009	12	7.8	NEW ZEALAND	-45.762	166.562	NA	NA	NA	NA	NA
4418	2009	40	6.4	JAPAN	34.743	138.264	NA	NA	123	NA	1
4419	2009	5	7.5	INDIA	14.099	92.888	NA	NA	NA	NA	NA
4440	2009	18	8.1	SAMOA	-15.489	-172.095	192	NA	7	285	192
4441	2009	81	7.5	INDONESIA	-0.72	99.867	NA	NA	1214	NA	1117
4442	2009	45	7.6	VANUATU	-13.006	166.51	NA	NA	NA	NA	NA
4482	2009	20	6.7	INDONESIA	-1.479	99.49	NA	NA	9	NA	NA
4522	2010	26	6.6	SOLOMON ISLANDS	-8.743	157.477	NA	NA	NA	NA	NA
4523	2010	25	7.1	SOLOMON ISLANDS	-8.799	157.346	NA	NA	NA	NA	NA
4542	2010	15	6.8	SOLOMON ISLANDS	-9.019	157.551	NA	NA	NA	NA	NA
4562	2004	27	5.3	JORDAN	31.675	35.551	NA	NA	4	NA	NA
4602	1826	NA	NA	NEW ZEALAND	-45.78	166.48	NA	NA	NA	NA	NA
4682	2010	22	8.8	CHILE	-36.122	-72.898	156	NA	12000	30000	558
4722	2010	11	6.9	CHILE	-34.29	-71.891	NA	NA	NA	NA	NA
4763	2010	31	7.8	INDONESIA	2.383	97.048	NA	NA	NA	NA	NA
4782	2010	25	7	JAPAN	25.93	128.425	NA	NA	NA	NA	NA
4802	2005	12	5.8	GUADELOUPE (FRENCH TERRITORY)	15.775	-61.744	NA	NA	NA	NA	NA
4902	2010	35	7.5	INDIA	7.881	91.936	NA	NA	NA	NA	NA
4922	1910	90	7.2	VANUATU	-14	166.5	NA	NA	NA	NA	NA
5162	1901	NA	7	NICARAGUA	11	-86.5	NA	NA	NA	NA	NA
5222	2010	25	7.2	VANUATU	-17.541	168.069	NA	NA	NA	NA	NA
5262	1897	33	8	INDIA	26	90.7	NA	NA	NA	NA	1542
5342	2010	20	7.8	INDONESIA	-3.487	100.082	431	NA	NA	39	431
5343	2010	10	6.9	USA TERRITORY	12.484	141.476	NA	NA	NA	NA	NA
5402	2010	14	7.4	JAPAN	26.901	143.698	NA	NA	NA	NA	NA
5403	2010	16	7.3	VANUATU	-19.702	167.947	NA	NA	4	NA	NA
5406	2011	28	6.8	CHILE	-36.474	-73.125	NA	NA	NA	NA	NA
5412	2011	32	7.3	JAPAN	38.435	142.842	NA	NA	NA	NA	NA
5413	2011	29	9.1	JAPAN	38.297	142.373	18428	NA	6167	220136.6	18428
5415	1872	NA	NA	JAPAN	27.07	142.21	NA	NA	NA	NA	NA
5417	1981	29	6.4	GREECE	38.209	23.288	NA	NA	NA	NA	NA
5419	2011	24	6.5	VANUATU	-19.157	168.311	NA	NA	NA	NA	NA
5422	1964	NA	6.6	JAPAN	40.4	139	NA	NA	NA	NA	NA
5429	2011	42	7.1	JAPAN	38.276	141.588	NA	NA	132	NA	3
5430	2011	17	7.6	NEW ZEALAND	-29.539	-176.34	NA	NA	NA	NA	NA
5431	2011	23	7	JAPAN	38.034	143.264	NA	NA	NA	NA	NA
5432	2011	52	7.3	USA	52.05	-171.836	NA	NA	NA	NA	NA
5436	2011	28	7	VANUATU	-18.311	168.218	NA	NA	NA	NA	NA
5437	2011	32	7.1	VANUATU	-18.365	168.143	NA	NA	NA	NA	NA
5438	2011	32	6.8	USA	52.171	-171.708	NA	NA	NA	NA	NA
5439	2011	33	7.4	NEW ZEALAND	-28.993	-176.238	NA	NA	NA	NA	NA
5440	1990	26	6.6	PHILIPPINES	9.755	124.694	NA	NA	300	NA	6
5442	2012	23	7	VANUATU	-17.827	167.133	NA	NA	NA	NA	NA
5444	2001	60	7.7	EL SALVADOR	13.049	-88.66	NA	NA	4723	NA	844
5445	1826	NA	NA	JAPAN	27.07	142.21	NA	NA	NA	NA	NA
5446	2012	12	6.9	JAPAN	40.887	144.944	NA	NA	NA	NA	NA
5447	2012	20	7.4	MEXICO	16.493	-98.231	NA	NA	13	NA	2
5449	2012	20	8.6	INDONESIA	2.327	93.063	NA	NA	12	NA	10
5450	2012	25	8.2	INDONESIA	0.802	92.463	NA	NA	NA	NA	NA
5451	2012	11	6.3	VANUATU	-18.972	168.741	NA	NA	NA	NA	NA
5454	1852	150	6.5	INDONESIA	-6.5	105.5	NA	NA	NA	NA	NA
5456	1897	33	8.1	PHILIPPINES	12	126	NA	NA	NA	NA	NA
5462	2012	28	7.3	EL SALVADOR	12.139	-88.59	NA	NA	40	NA	NA
5463	2012	28	7.6	PHILIPPINES	10.811	126.638	NA	NA	1	NA	1
5464	2012	35	7.6	COSTA RICA	10.085	-85.315	NA	NA	20	NA	2
5466	1919	20	6.7	NICARAGUA	12.32	-88.301	NA	NA	NA	NA	NA
5467	2012	14	7.7	CANADA	52.788	-132.101	1	NA	NA	NA	1
5468	2012	24	7.3	GUATEMALA	13.988	-91.895	NA	NA	155	NA	48
5469	2012	31	7.2	JAPAN	37.89	143.949	NA	NA	11	NA	NA
5476	2013	24	7.9	SOLOMON ISLANDS	-10.766	165.114	10	NA	15	NA	10
5477	2013	21	7	SOLOMON ISLANDS	-10.928	166.018	NA	NA	NA	NA	NA
5484	1868	NA	8.5	CHILE	-18.6	-71	NA	NA	NA	NA	NA
5491	2013	17	6.5	NEW ZEALAND	-41.704	174.337	NA	NA	5	NA	NA
5500	1088	NA	NA	JAPAN	39.64	141.96	NA	NA	NA	NA	NA
5508	1868	12	7.6	NEW ZEALAND	-40.2	173	NA	NA	NA	NA	NA
5511	1880	12	7	NEW ZEALAND	-38.85	178.85	NA	NA	NA	NA	NA
5517	2004	10	7.1	NEW ZEALAND	-46.676	164.721	NA	NA	NA	NA	NA
5519	2013	8	6.5	NEW ZEALAND	-41.734	174.152	NA	NA	NA	NA	NA
5523	1855	NA	NA	NEW ZEALAND	-41.93	174.09	NA	NA	NA	NA	NA
5527	1881	NA	NA	NEW ZEALAND	-43.69	172.9	NA	NA	NA	NA	NA
5533	2013	35	7.1	JAPAN	37.156	144.661	NA	NA	1	NA	NA
5534	2013	10	7.7	ANTARCTICA	-60.274	-46.401	NA	NA	NA	NA	NA
5540	1956	NA	5.3	NEW ZEALAND	-38.9	175.8	NA	NA	NA	NA	NA
5552	1831	NA	NA	NEW ZEALAND	-38.7	178	NA	NA	NA	NA	NA
5555	2014	20	6.7	CHILE	-19.981	-70.702	NA	NA	NA	NA	NA
5557	2014	25	8.2	CHILE	-19.61	-70.769	NA	NA	NA	NA	7
5558	2014	22	7.7	CHILE	-20.571	-70.493	NA	NA	NA	NA	NA
5559	2014	23	7.6	SOLOMON ISLANDS	-11.27	162.148	NA	NA	NA	NA	NA
5560	2014	39	7.4	SOLOMON ISLANDS	-11.463	162.051	NA	NA	NA	NA	NA
5563	2014	24	7.2	MEXICO	17.397	-100.972	NA	NA	NA	NA	NA
5564	2014	43	7.5	PAPUA NEW GUINEA	-6.755	155.024	NA	NA	NA	NA	NA
5571	2014	109	7.9	USA	51.849	178.735	NA	NA	NA	NA	NA
5572	2014	20	6.9	NEW ZEALAND	-29.977	-177.725	NA	NA	NA	NA	NA
5574	2014	20	6.5	JAPAN	37.005	142.453	NA	NA	NA	NA	NA
5575	2014	10	6	USA	58.335	-136.971	NA	NA	NA	NA	NA
5577	2014	17	7	CHILE	-32.108	-110.811	NA	NA	NA	NA	NA
5578	2014	45	7.1	INDONESIA	1.893	126.522	NA	NA	NA	NA	NA
5580	2015	23	6.7	JAPAN	39.856	142.881	NA	NA	NA	NA	NA
5581	2015	41	7.5	PAPUA NEW GUINEA	-4.729	152.562	NA	NA	NA	NA	NA
5582	2015	10	6.4	VANUATU	-16.431	168.148	NA	NA	NA	NA	NA
5583	2015	55	7.5	PAPUA NEW GUINEA	-5.462	151.875	NA	NA	NA	NA	NA
5584	2015	10	5.7	JAPAN	31.529	140.213	NA	NA	NA	NA	NA
5585	1795	NA	NA	TRINIDAD AND TOBAGO	10.7	-61.7	NA	NA	NA	NA	NA
5587	1905	NA	6.8	COSTA RICA	9.85	-84.68	NA	NA	NA	NA	NA
5588	2015	11	7	SOLOMON ISLANDS	-10.401	165.141	NA	NA	NA	NA	NA
5589	2015	12	6.7	SOLOMON ISLANDS	-9.307	158.403	NA	NA	NA	NA	NA
5590	2015	22	8.3	CHILE	-31.573	-71.674	8	1	14	NA	15
5591	2015	29	6.9	USA	52.376	-169.446	NA	NA	NA	NA	NA
5592	2015	12	6.9	CHILE	-29.507	-72.007	NA	NA	NA	NA	NA
5593	2015	12	6.7	JAPAN	31.001	128.873	NA	NA	NA	NA	NA
5598	2016	24	7.8	INDONESIA	-4.952	94.33	NA	NA	NA	NA	NA
