RespondentID	AgeYrs	Sex	NumHHChildren	LaborForceStatus	EmployedFTPT	MultipleJobs	TotalHrsWorked	WorkHoursVary	Industry	Occupation	EnrolledHSCollege	EnrolledFTPT	NonworkAloneMin	ChildcareMin	EldercareMin	FamilyMin	FriendsMin
20240606241557	64	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	752	0	0	0	0
20240606241586	45	Female	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Management, professional, and related occupations	Not enrolled	NA	0	0	0	755	0
20240606241612	55	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	60	0	0	780	0
20240606241637	55	Male	2	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	510	0	0	180	0
20240606241640	64	Female	0	Employed - At Work	Part-time	No	10	No	Transportation and utilities	Sales and office occupations	NA	NA	880	0	75	170	0
20240606241667	64	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	510	0	0	430	0
20240606241669	80	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	665	0	0	250	0
20240606241674	77	Male	0	Employed - At Work	Part-time	No	20	No	Financial activities	Construction and maintenance occupations	NA	NA	105	0	0	735	0
20240606241696	47	Male	1	Employed - At Work	Full-time	No	40	No	Manufacturing	Construction and maintenance occupations	Not enrolled	NA	600	0	0	410	0
20240606241700	65	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	780	0	0	30	0
20240606241709	77	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	253	0	0	352	562
20240606241822	36	Female	2	Employed - At Work	Full-time	No	35	No	Other services	Service occupations	Not enrolled	NA	400	720	0	540	0
20240606241854	78	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	694	0	0	0	90
20240606241912	62	Female	0	Unemployed - Looking	NA	NA	NA	NA	NA	NA	NA	NA	330	0	0	287	0
20240606241995	78	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	547	0	0	0	155
20240606242015	58	Male	0	Employed - At Work	Full-time	No	40	No	Educational and health services	Construction and maintenance occupations	NA	NA	60	0	0	0	0
20240606242030	35	Female	3	Employed - At Work	Part-time	No	30	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	330	0	0	225	0
20240606242033	38	Female	2	Employed - At Work	Part-time	No	25	No	Transportation and utilities	Production, transportation, and material moving occupations	Not enrolled	NA	0	0	0	310	0
20240606242047	69	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	660	0	0	0	0
20240606242050	66	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	510	0	0	210	0
20240606242102	36	Male	1	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	255	0	0	540	0
20240606242144	39	Male	3	Employed - At Work	Part-time	No	20	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	60	830	0	500	0
20240606242156	79	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	510	0	0	200	0
20240606242208	79	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	900	0	0	0	0
20240606242219	28	Female	1	Employed - At Work	Full-time	No	40	No	Information	Service occupations	Not enrolled	NA	240	660	0	465	0
20240606242252	42	Male	2	Employed - At Work	Full-time	No	NA	Yes	Construction	Management, professional, and related occupations	Not enrolled	NA	30	773	0	707	188
20240606242254	37	Female	0	Unemployed - On Layoff	NA	NA	NA	NA	NA	NA	Not enrolled	NA	380	0	0	445	0
20240606242255	44	Female	1	Employed - Absent	Part-time	No	15	No	Educational and health services	Service occupations	Not enrolled	NA	270	760	0	535	0
20240606242295	68	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	320	0	0	510	0
20240606242296	85	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	810	0	0	0	0
20240606242312	42	Female	1	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	296	790	0	506	0
20240606242342	59	Female	3	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	420	0
20240606242356	52	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	790	0
20240606242361	56	Male	1	Employed - At Work	Full-time	No	35	No	Financial activities	Management, professional, and related occupations	NA	NA	500	0	0	345	0
20240606242374	58	Female	0	Employed - At Work	Part-time	No	25	No	Educational and health services	Service occupations	NA	NA	16	0	0	895	0
20240606242386	53	Female	1	Employed - At Work	Full-time	No	60	No	Leisure and hospitality	Management, professional, and related occupations	NA	NA	243	0	0	271	0
20240705240043	77	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	605	0	0	180	0
20240705240055	36	Female	2	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	110	670	0	665	0
20240705240091	18	Female	1	Employed - At Work	Full-time	No	35	No	Wholesale and retail trade	Production, transportation, and material moving occupations	Not enrolled	NA	220	0	0	30	0
20240705240111	23	Male	0	Employed - At Work	Full-time	No	40	No	Transportation and utilities	Construction and maintenance occupations	Not enrolled	NA	100	0	0	0	0
20240705240117	21	Female	1	Employed - At Work	Full-time	No	36	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	60	0	0	0	0
20240705240148	19	Male	1	Employed - At Work	Full-time	No	NA	Yes	Construction	Construction and maintenance occupations	Not enrolled	NA	662	0	0	0	0
20240705240182	17	Male	2	Employed - At Work	Part-time	No	30	No	Leisure and hospitality	Service occupations	High school	Full-time	415	0	0	0	0
20240705240215	15	Male	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	333	0	0	477	0
20240705240234	17	Male	3	Employed - At Work	Part-time	No	12	No	Leisure and hospitality	Service occupations	Not enrolled	NA	540	360	0	30	0
20240705240248	16	Male	1	Not in labor force	NA	NA	NA	NA	NA	NA	High school	Part-time	345	0	0	285	0
20240705240271	22	Female	0	Unemployed - Looking	NA	NA	NA	NA	NA	NA	Not enrolled	NA	467	0	0	0	60
20240705240500	76	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	600	0
20240705240510	60	Female	0	Employed - At Work	Full-time	No	50	No	Educational and health services	Management, professional, and related occupations	NA	NA	300	0	0	0	0
20240705240537	35	Male	4	Employed - At Work	Full-time	No	55	No	Transportation and utilities	Production, transportation, and material moving occupations	Not enrolled	NA	0	600	0	805	510
20240705240540	47	Male	1	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	720	60	0	60	0
20240705240571	76	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	790	0	0	0	0
20240705240593	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	810	0
20240705240632	74	Female	0	Employed - At Work	Part-time	No	3	No	Wholesale and retail trade	Sales and office occupations	NA	NA	217	0	70	668	0
20240705240666	60	Male	0	Employed - Absent	Full-time	No	40	No	Public administration	Management, professional, and related occupations	NA	NA	0	0	0	740	530
20240705240673	36	Female	3	Employed - At Work	Full-time	No	36	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	70	130	0	235	0
20240705240723	64	Male	0	Employed - At Work	Full-time	No	36	No	Professional and business services	Management, professional, and related occupations	NA	NA	330	0	0	0	210
20240705240744	70	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	570	0	0	210	0
20240705240757	80	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	30	0	0	850	0
20240705240767	73	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	550	0	0	260	0
20240705240780	30	Male	1	Employed - At Work	Full-time	No	58	No	Manufacturing	Production, transportation, and material moving occupations	Not enrolled	NA	15	375	0	170	0
20240705240839	80	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	427	0	0	228	0
20240705240845	26	Male	0	Employed - At Work	Full-time	No	40	No	Construction	Management, professional, and related occupations	Not enrolled	NA	285	0	0	180	0
20240705240848	72	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	552	0	0	90	0
20240705240861	63	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	330	0	0	510	0
20240705240866	53	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	593	0	0	187	0
20240705240874	30	Female	6	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	0	740	0	900	0
20240705240881	33	Male	2	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	0	605	0	870	0
20240705240901	69	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	345	0	0	405	0
20240705240913	35	Female	1	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	130	670	0	570	0
20240705240944	52	Female	1	Employed - At Work	Full-time	Yes	NA	Yes	Financial activities	Management, professional, and related occupations	NA	NA	45	0	0	0	0
20240705240948	46	Male	3	Unemployed - Looking	NA	NA	NA	NA	NA	NA	Not enrolled	NA	210	240	0	680	0
20240705240982	39	Female	0	Employed - Absent	Full-time	No	45	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	85	0	30	415	0
20240705241004	68	Male	0	Employed - At Work	Full-time	No	50	No	Construction	Management, professional, and related occupations	NA	NA	305	0	0	15	0
20240705241019	27	Male	0	Employed - At Work	Full-time	Yes	50	No	Construction	Management, professional, and related occupations	Not enrolled	NA	360	0	0	45	0
20240705241112	38	Male	2	Employed - At Work	Full-time	No	40	No	Public administration	Service occupations	Not enrolled	NA	140	300	0	360	0
20240705241116	64	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	290	0	470	610	0
20240705241202	85	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	495	0	0	0	165
20240705241206	39	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	105	639	0	610	0
20240705241210	44	Male	3	Employed - At Work	Full-time	Yes	55	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	30	30	0	60	0
20240705241214	58	Male	2	Employed - At Work	Full-time	Yes	46	No	Transportation and utilities	Construction and maintenance occupations	NA	NA	260	505	0	290	0
20240705241244	29	Male	3	Employed - At Work	Full-time	No	50	No	Wholesale and retail trade	Construction and maintenance occupations	Not enrolled	NA	30	150	0	120	0
20240705241276	34	Female	2	Employed - Absent	Full-time	No	36	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	165	680	0	550	0
20240705241279	38	Female	1	Employed - At Work	Full-time	No	40	No	Other services	Service occupations	Not enrolled	NA	351	0	0	494	0
20240705241284	60	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	195	0	0	825	0
20240705241290	65	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	75	0	82	537	0
20240705241293	85	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	750	0
20240705241295	39	Male	2	Employed - At Work	Full-time	Yes	50	No	Manufacturing	Management, professional, and related occupations	Not enrolled	NA	240	10	0	100	0
20240705241296	58	Female	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Production, transportation, and material moving occupations	NA	NA	190	0	0	155	0
20240705241321	41	Female	3	Employed - Absent	Full-time	No	50	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	165	745	0	680	100
20240705241334	77	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	1022	0	0	0	0
20240705241336	34	Male	2	Employed - At Work	Full-time	No	45	No	Construction	Management, professional, and related occupations	Not enrolled	NA	250	250	0	0	0
20240705241360	68	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	61	0	0	839	0
20240705241366	33	Female	2	Employed - At Work	Full-time	No	40	No	Wholesale and retail trade	Service occupations	Not enrolled	NA	285	495	0	90	0
20240705241404	74	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	390	0	0	0	0
20240705241419	77	Female	0	Employed - At Work	Part-time	No	NA	Yes	Leisure and hospitality	Production, transportation, and material moving occupations	NA	NA	720	0	0	0	0
20240705241452	60	Male	0	Employed - At Work	Full-time	No	40	No	Professional and business services	Management, professional, and related occupations	NA	NA	165	0	0	0	0
20240705241493	72	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	870	0	0	0	0
20240705241532	75	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	325	0	0	0	0
20240705241565	28	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	120	700	0	670	0
20240705241613	41	Male	0	Employed - At Work	Full-time	No	50	No	Transportation and utilities	Construction and maintenance occupations	Not enrolled	NA	938	0	0	5	0
20240705241621	53	Male	1	Employed - At Work	Full-time	No	48	No	Professional and business services	Management, professional, and related occupations	NA	NA	110	0	0	360	0
20240705241627	79	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	825	0	0	0	0
20240705241633	33	Female	0	Employed - At Work	Full-time	No	60	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	185	0	0	0	60
20240705241636	30	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	30	540	0	630	0
20240705241642	66	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	355	0	0	545	0
20240705241653	64	Female	1	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	NA	NA	240	527	0	677	0
20240705241675	72	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	440	0	0	400	0
20240705241698	33	Female	0	Employed - At Work	Full-time	Yes	36	No	Wholesale and retail trade	Production, transportation, and material moving occupations	Not enrolled	NA	410	0	0	15	0
20240705241721	35	Male	3	Employed - At Work	Full-time	Yes	75	No	Educational and health services	Service occupations	College	Part-time	205	90	0	90	0
20240705241749	60	Female	0	Employed - At Work	Full-time	No	45	No	Manufacturing	Management, professional, and related occupations	NA	NA	470	0	0	420	0
20240705241752	31	Female	0	Employed - At Work	Full-time	Yes	55	No	Leisure and hospitality	Service occupations	Not enrolled	NA	316	0	0	0	0
20240705241758	37	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	40	770	0	650	0
20240705241768	32	Female	0	Employed - At Work	Full-time	No	40	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	765	0	0	0	0
20240705241786	54	Male	1	Employed - At Work	Full-time	No	60	No	Manufacturing	Construction and maintenance occupations	NA	NA	72	150	0	234	0
20240705241787	74	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	858	0	0	0	0
20240705241824	44	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	0	750	0	720	0
20240705241828	40	Male	4	Employed - At Work	Full-time	No	50	No	Other services	Management, professional, and related occupations	College	Full-time	140	225	0	325	65
20240705241880	75	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	240	0	0	660	0
20240705241898	60	Male	0	Employed - At Work	Full-time	No	50	No	Wholesale and retail trade	Sales and office occupations	NA	NA	90	0	0	125	0
20240705241903	63	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	985	0	0	0	0
20240705241918	72	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	385	0	0	410	0
20240705241963	43	Female	4	Employed - At Work	Full-time	No	60	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	0	870	0	1080	915
20240705241977	72	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	106	0	0	584	0
20240705241985	68	Female	0	Employed - Absent	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	NA	NA	385	0	0	0	0
20240705242026	39	Male	1	Employed - At Work	Full-time	No	60	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	140	675	0	345	0
20240705242036	60	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	835	0	0	0	0
20240705242040	44	Female	1	Employed - At Work	Part-time	No	33	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	280	40	0	74	0
20240705242067	31	Male	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Sales and office occupations	Not enrolled	NA	450	0	0	0	0
20240705242080	76	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	280	0	0	540	0
20240705242099	45	Male	3	Employed - At Work	Part-time	No	20	No	Financial activities	Management, professional, and related occupations	Not enrolled	NA	60	555	0	660	0
20240705242103	46	Male	2	Employed - At Work	Full-time	No	50	No	Transportation and utilities	Production, transportation, and material moving occupations	Not enrolled	NA	140	435	0	60	0
20240705242130	37	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	College	Full-time	730	0	0	0	0
20240705242136	48	Male	0	Employed - At Work	Full-time	Yes	95	No	Construction	Management, professional, and related occupations	Not enrolled	NA	700	0	0	0	0
20240705242146	70	Female	0	Employed - At Work	Part-time	Yes	30	No	Information	Management, professional, and related occupations	NA	NA	960	0	0	0	0
20240705242150	47	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	College	Full-time	605	0	0	190	180
20240705242205	67	Male	0	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	NA	NA	160	0	0	265	0
20240705242207	65	Female	0	Employed - At Work	Full-time	No	50	No	Leisure and hospitality	Management, professional, and related occupations	NA	NA	221	0	0	0	0
20240705242259	64	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	183	0	0	612	0
20240705242264	58	Male	0	Employed - At Work	Full-time	No	40	No	Construction	Management, professional, and related occupations	NA	NA	730	0	0	140	0
20240705242282	45	Female	0	Employed - At Work	Part-time	Yes	33	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	0	0	0	795	0
20240705242311	68	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	550	0	0	350	0
20240705242317	63	Female	0	Employed - At Work	Full-time	Yes	42	No	Educational and health services	Service occupations	NA	NA	730	0	45	110	0
20240705242328	85	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	735	0	0	90	0
20240705242330	51	Female	1	Employed - At Work	Full-time	No	40	No	Transportation and utilities	Management, professional, and related occupations	NA	NA	135	0	0	165	0
20240705242337	62	Male	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Management, professional, and related occupations	NA	NA	515	0	0	380	0
20240705242356	39	Female	1	Employed - At Work	Full-time	No	45	No	Wholesale and retail trade	Sales and office occupations	Not enrolled	NA	0	0	0	0	0
20240705242361	53	Male	0	Unemployed - Looking	NA	NA	NA	NA	NA	NA	NA	NA	654	0	0	390	0
20240705242371	56	Male	1	Employed - At Work	Full-time	No	40	No	Information	Construction and maintenance occupations	NA	NA	230	0	0	255	0
20240706240007	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	490	0	0	300	0
20240706240008	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	750	0
20240706240031	70	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	480	0	0	405	0
20240706240032	70	Female	0	Employed - At Work	Part-time	No	10	No	Professional and business services	Sales and office occupations	NA	NA	375	0	0	435	0
20240706240036	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	545	0	0	115	0
20240706240039	38	Male	5	Employed - At Work	Full-time	No	NA	Yes	Agriculture, forestry, fishing, and hunting	Farming, fishing, and forestry occupations	Not enrolled	NA	0	685	0	165	0
20240706240040	18	Male	0	Employed - At Work	Full-time	Yes	60	No	Construction	Construction and maintenance occupations	Not enrolled	NA	230	0	0	0	120
20240706240047	58	Female	1	Employed - At Work	Full-time	No	40	No	Manufacturing	Production, transportation, and material moving occupations	NA	NA	355	0	0	370	120
20240706240058	42	Male	2	Employed - At Work	Full-time	No	40	No	Construction	Construction and maintenance occupations	Not enrolled	NA	135	185	0	515	0
20240706240060	42	Female	2	Employed - At Work	Full-time	No	40	No	Educational and health services	Service occupations	Not enrolled	NA	870	0	0	60	0
20240706240078	56	Male	0	Employed - At Work	Full-time	No	40	No	Wholesale and retail trade	Sales and office occupations	NA	NA	810	0	0	0	0
20240706240084	77	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	960	0	0	30	0
20240706240088	33	Female	0	Employed - At Work	Full-time	No	55	No	Wholesale and retail trade	Management, professional, and related occupations	Not enrolled	NA	0	0	0	720	0
20240706240100	19	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	135	198	0	373	0
20240706240104	23	Female	0	Employed - Absent	Part-time	No	30	No	Leisure and hospitality	Service occupations	Not enrolled	NA	0	0	0	930	899
20240706240118	17	Female	3	Employed - At Work	Part-time	No	7	No	Agriculture, forestry, fishing, and hunting	Farming, fishing, and forestry occupations	Not enrolled	NA	171	0	0	320	0
20240706240129	21	Female	1	Employed - At Work	Part-time	No	18	No	Educational and health services	Service occupations	College	Full-time	353	0	0	217	0
20240706240131	21	Female	0	Employed - At Work	Part-time	No	12	No	Wholesale and retail trade	Sales and office occupations	College	Full-time	900	0	0	0	0
20240706240137	16	Male	2	Employed - At Work	Part-time	No	25	No	Leisure and hospitality	Service occupations	Not enrolled	NA	15	0	0	30	75
20240706240148	25	Female	0	Employed - At Work	Full-time	No	36	No	Educational and health services	Management, professional, and related occupations	College	Full-time	30	0	0	68	401
20240706240149	20	Male	1	Employed - At Work	Part-time	No	18	No	Leisure and hospitality	Sales and office occupations	College	Full-time	278	0	0	150	0
20240706240160	16	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	High school	Full-time	420	0	0	40	0
20240706240161	18	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	College	Part-time	90	0	0	360	0
20240706240188	16	Male	3	Not in labor force	NA	NA	NA	NA	NA	NA	High school	Part-time	80	0	0	700	0
20240706240193	24	Female	0	Employed - At Work	Full-time	No	40	No	Transportation and utilities	Sales and office occupations	Not enrolled	NA	20	0	0	597	0
20240706240223	17	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	College	Full-time	865	445	0	180	0
20240706240264	22	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	College	Full-time	540	0	0	0	0
20240706240266	18	Female	1	Unemployed - Looking	NA	NA	NA	NA	NA	NA	Not enrolled	NA	480	0	0	125	0
20240706240269	16	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	High school	Part-time	345	0	0	540	0
20240706240270	18	Male	0	Employed - At Work	Part-time	No	20	No	Educational and health services	Service occupations	College	Full-time	192	0	0	0	0
20240706240273	15	Male	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	510	0	0	180	0
20240706240515	58	Male	1	Employed - At Work	Full-time	No	40	No	Construction	Construction and maintenance occupations	NA	NA	362	0	86	0	47
20240706240523	38	Female	2	Employed - At Work	Part-time	No	30	No	Educational and health services	Sales and office occupations	Not enrolled	NA	15	790	0	885	0
20240706240527	66	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	500	0	0	475	0
20240706240532	31	Male	0	Employed - At Work	Full-time	No	40	No	Wholesale and retail trade	Production, transportation, and material moving occupations	Not enrolled	NA	350	0	0	0	0
20240706240533	85	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	915	0	0	0	0
20240706240537	63	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	406	0	0	60	0
20240706240539	51	Female	0	Employed - At Work	Full-time	Yes	48	No	Educational and health services	Management, professional, and related occupations	NA	NA	748	0	0	170	155
20240706240540	36	Male	0	Employed - At Work	Full-time	No	40	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	870	0	0	0	0
20240706240541	40	Male	6	Employed - At Work	Full-time	No	45	No	Construction	Construction and maintenance occupations	Not enrolled	NA	15	315	0	705	0
20240706240551	33	Male	1	Employed - At Work	Full-time	No	65	No	Construction	Management, professional, and related occupations	Not enrolled	NA	300	60	0	30	0
20240706240555	85	Male	0	Employed - At Work	Part-time	No	30	No	Other services	Management, professional, and related occupations	NA	NA	250	0	0	130	0
20240706240565	61	Female	0	Employed - At Work	Full-time	No	40	No	Public administration	Management, professional, and related occupations	NA	NA	600	0	0	0	240
20240706240568	64	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	303	0	0	572	0
20240706240571	59	Female	0	Employed - At Work	Full-time	Yes	56	No	Financial activities	Sales and office occupations	NA	NA	73	0	0	0	0
20240706240575	47	Male	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	235	600	0	560	0
20240706240580	77	Female	2	Employed - At Work	Part-time	No	20	No	Other services	Service occupations	NA	NA	721	0	0	90	0
20240706240585	80	Female	0	Employed - At Work	Part-time	No	6	No	Wholesale and retail trade	Service occupations	NA	NA	840	0	0	0	0
20240706240587	69	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	390	0	0	360	0
20240706240588	70	Male	0	Employed - At Work	Part-time	No	12	No	Wholesale and retail trade	Sales and office occupations	NA	NA	415	0	0	230	0
20240706240605	74	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	565	0	0	100	0
20240706240611	46	Female	1	Employed - At Work	Full-time	No	40	No	Financial activities	Management, professional, and related occupations	Not enrolled	NA	540	0	0	20	290
20240706240614	65	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	885	0	0	0	0
20240706240617	39	Male	0	Employed - At Work	Full-time	No	40	No	Transportation and utilities	Production, transportation, and material moving occupations	Not enrolled	NA	225	0	0	60	0
20240706240621	53	Female	0	Employed - At Work	Full-time	No	50	No	Educational and health services	Management, professional, and related occupations	NA	NA	380	0	0	0	0
20240706240626	26	Male	0	Employed - At Work	Full-time	No	40	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	660	0	0	0	0
20240706240632	75	Male	0	Employed - At Work	Full-time	No	40	No	Construction	Sales and office occupations	NA	NA	603	0	0	0	0
20240706240649	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	780	0
20240706240651	34	Female	1	Employed - At Work	Full-time	No	40	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	164	258	0	280	0
20240706240658	36	Male	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Production, transportation, and material moving occupations	Not enrolled	NA	215	0	0	0	0
20240706240661	64	Female	0	Employed - At Work	Full-time	No	40	No	Educational and health services	Sales and office occupations	NA	NA	705	0	0	165	0
20240706240668	64	Female	0	Employed - At Work	Part-time	No	18	No	Leisure and hospitality	Production, transportation, and material moving occupations	NA	NA	745	0	0	185	0
20240706240669	73	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	250	0	0	470	0
20240706240673	32	Female	1	Employed - At Work	Full-time	No	40	No	Financial activities	Management, professional, and related occupations	Not enrolled	NA	45	325	0	590	0
20240706240707	34	Female	2	Employed - At Work	Part-time	No	20	No	Leisure and hospitality	Service occupations	Not enrolled	NA	370	540	0	470	0
20240706240714	41	Male	2	Employed - At Work	Full-time	No	40	No	Professional and business services	Service occupations	Not enrolled	NA	45	0	0	715	0
20240706240718	85	Female	0	Employed - At Work	Full-time	No	56	No	Leisure and hospitality	Service occupations	NA	NA	1119	0	0	0	0
20240706240732	34	Female	5	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	261	426	0	519	0
20240706240733	73	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	850	0	0	0	125
20240706240735	58	Male	0	Employed - At Work	Full-time	No	40	No	Other services	Construction and maintenance occupations	NA	NA	95	0	0	330	340
